#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000964.3",2281667,2282485,"-",939106,"aacD","BSU_21630","NP_390046.1",272,"aminoglycoside N3\\'-acetyltransferase"
"chromosome","NC_000964.3",2282505,2282639,"-",37862889,,"BSU_21638","YP_009513971.1",44,"hypothetical protein; phage SPbeta"
"chromosome","NC_000964.3",2282801,2282956,"-",37862890,,"BSU_21639","YP_009513972.1",51,"hypothetical protein; phage SPbeta"
"chromosome","NC_000964.3",2283136,2283651,"-",939109,"yokC","BSU_21640","NP_390047.1",171,"conserved hypothetical protein; phage SPbeta"
"chromosome","NC_000964.3",2283858,2284568,"-",939110,"yokB","BSU_21650","NP_390048.1",236,"hypothetical protein; phage SPbeta"
"chromosome","NC_000964.3",2284771,2286408,"-",939105,"sprA","BSU_21660","NP_390049.1",545,"serine-type phage integrase; phage SPbeta"
"chromosome","NC_000964.3",2287097,2287528,"-",939102,"msrB","BSU_21680","NP_390051.1",143,"peptide methionine R-sulfoxide reductase"
"chromosome","NC_000964.3",2287529,2288062,"-",939099,"msrA","BSU_21690","NP_390052.1",177,"peptide methionine S-sulfoxide reductase"
"chromosome","NC_000964.3",2288194,2288619,"-",939103,"ypoP","BSU_21700","NP_390053.1",141,"putative transcriptional regulator (MarR family)"
"chromosome","NC_000964.3",2288669,2290006,"-",939104,"dinF","BSU_21710","NP_390054.1",445,"damage inducible, Na+ driven multidrug efflux pump"
"chromosome","NC_000964.3",2290078,2290272,"-",939101,"ypmT","BSU_21720","NP_390055.1",64,"conserved hypothetical protein"
"chromosome","NC_000964.3",2290285,2290848,"-",939100,"ypmS","BSU_21730","NP_390056.1",187,"conserved protein of unknown function"
"chromosome","NC_000964.3",2290858,2291625,"-",939097,"ypmR","BSU_21740","NP_390057.1",255,"putative exported lipase/acylhydrolase (lipoprotein)"
"chromosome","NC_000964.3",2291703,2292284,"-",939098,"scuA","BSU_21750","NP_390058.2",193,"assembly factor BSco of the Cu(A) site of cytochrome c oxidase"
"chromosome","NC_000964.3",2292432,2292683,"-",939096,"ypmP","BSU_21760","NP_390059.1",83,"conserved hypothetical protein"
"chromosome","NC_000964.3",2292769,2294037,"-",939093,"ilvA","BSU_21770","NP_390060.1",422,"threonine dehydratase"
"chromosome","NC_000964.3",2294286,2295281,"-",939094,"silP","BSU_21780","NP_390061.1",331,"transcriptional enhancer involved in BCAA homeostasis"
"chromosome","NC_000964.3",2295302,2295943,"-",939095,"yplQ","BSU_21790","NP_390062.1",213,"putative membrane hydrolase"
"chromosome","NC_000964.3",2295982,2296602,"-",939090,"ypkP","BSU_21800","NP_390063.2",206,"putative 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"chromosome","NC_000964.3",2296603,2297109,"-",939091,"dfrA","BSU_21810","NP_390064.1",168,"dihydrofolate reductase"
"chromosome","NC_000964.3",2297106,2297900,"-",939092,"thyB","BSU_21820","NP_390065.1",264,"thymidylate synthase B"
"chromosome","NC_000964.3",2297984,2298517,"-",939087,"ypjQ","BSU_21830","NP_390066.1",177,"putative phosphatidylglycerophosphatase"
"chromosome","NC_000964.3",2298535,2299146,"-",939089,"ypjP","BSU_21840","NP_390067.1",203,"conserved hypothetical protein"
"chromosome","NC_000964.3",2299406,2300179,"-",939088,"rsmJ","BSU_21850","NP_390068.2",257,"putative 16S rRNA m(2)G1516 methyltransferase"
"chromosome","NC_000964.3",2300221,2300655,"-",939085,"brxA","BSU_21860","NP_390069.1",144,"protein disulfide isomerase; bacilliredoxin A (de-bacillithiolation)"
"chromosome","NC_000964.3",2300762,2302438,"-",939084,"ilvD","BSU_21870","NP_390070.2",558,"dihydroxy-acid dehydratase"
"chromosome","NC_000964.3",2302727,2303860,"-",939082,"ypgR","BSU_21880","NP_390071.1",377,"putative lyase or scaffold"
"chromosome","NC_000964.3",2303920,2304537,"-",939080,"hdhQ","BSU_21890","NP_390072.1",205,"Mn(2+)-dependent (deoxy)ribonucleoside pyrophosphohydrolase"
"chromosome","NC_000964.3",2304553,2305035,"-",939086,"bsaA","BSU_21900","NP_390073.1",160,"bacillithiol peroxidase"
"chromosome","NC_000964.3",2305378,2306283,"-",939083,"metAA","BSU_21910","NP_390074.2",301,"homoserine O-acetyltransferase"
"chromosome","NC_000964.3",2306514,2307662,"-",939081,"ugtP","BSU_21920","NP_390075.1",382,"UDP-glucose diacylglyceroltransferase"
"chromosome","NC_000964.3",2307743,2307889,"-",37862892,,"BSU_21925","YP_009513973.1",48,"hypothetical protein BSU_21925"
"chromosome","NC_000964.3",2307905,2308105,"-",939079,"cspD","BSU_21930","NP_390076.1",66,"cold-shock protein, molecular chaperone, RNA-helicase co-factor"
"chromosome","NC_000964.3",2308157,2308339,"-",939076,"degR","BSU_21940","NP_390077.1",60,"activator of degradative enzymes (aprE, nprE, sacB) production or activity"
"chromosome","NC_000964.3",2308495,2308764,"-",939078,"ypzA","BSU_21950","NP_390078.1",89,"putative spore coat protein"
"chromosome","NC_000964.3",2308792,2308974,"-",939077,"ypeQ","BSU_21960","NP_390079.1",60,"conserved protein of unknown function"
"chromosome","NC_000964.3",2308967,2309647,"-",939073,"ypeP","BSU_21970","NP_390080.2",226,"ribonuclease"
"chromosome","NC_000964.3",2309730,2310419,"-",939075,"queP","BSU_21980","NP_390081.1",229,"preQ0 transporter (promiscuous)"
"chromosome","NC_000964.3",2310419,2310817,"-",939074,"ypdQ","BSU_21990","NP_390082.1",132,"putative RNA binding protein (no RNase H activity)"
"chromosome","NC_000964.3",2310859,2310987,"-",2914255,"sspL","BSU_22000","YP_054584.1",42,"small acid-soluble spore protein"
"chromosome","NC_000964.3",2310995,2311885,"-",939070,"exnP","BSU_22010","NP_390083.1",296,"5\\'3\\'-exonuclease"
"chromosome","NC_000964.3",2311986,2312132,"-",8302979,"ypzF","BSU_22019","YP_003097753.1",48,"hypothetical protein BSU_22019"
"chromosome","NC_000964.3",2312207,2312464,"-",939067,"ypbS","BSU_22020","NP_390084.1",85,"spore associated protein"
"chromosome","NC_000964.3",2312529,2316110,"-",939071,"dynA","BSU_22030","NP_390085.1",1193,"dynamin GTPase"
"chromosome","NC_000964.3",2316286,2316375,"-",37862893,"fbpC","BSU_22036","YP_009513974.1",29,"regulator of iron homeostasis"
"chromosome","NC_000964.3",2316446,2316952,"-",939072,"bpsB","BSU_22040","NP_390086.1",168,"alkylpyrone methyltransferase (polyketide synthesis)"
"chromosome","NC_000964.3",2316956,2318053,"-",939069,"bpsA","BSU_22050","NP_390087.1",365,"promiscuous alkylpyrone synthase BpsA (polyketide synthesis)"
"chromosome","NC_000964.3",2318127,2319443,"-",939068,"pbuX","BSU_22060","NP_390088.1",438,"xanthine permease"
"chromosome","NC_000964.3",2319440,2320024,"-",939064,"xpt","BSU_22070","NP_390089.1",194,"xanthine phosphoribosyltransferase"
"chromosome","NC_000964.3",2320355,2321860,"-",939061,"ypwA","BSU_22080","NP_390090.1",501,"metal-dependent carboxypeptidase"
"chromosome","NC_000964.3",2321972,2322964,"-",939065,"kdgT","BSU_22090","NP_390091.1",330,"2-keto-3-deoxygluconate permease"
"chromosome","NC_000964.3",2323009,2323599,"-",939066,"kdgA","BSU_22100","NP_390092.1",196,"2-keto-3-deoxygluconate-6-phosphate aldolase"
"chromosome","NC_000964.3",2323601,2324575,"-",939058,"kdgK","BSU_22110","NP_390093.1",324,"2-keto-3-deoxygluconate kinase"
"chromosome","NC_000964.3",2324613,2325632,"-",939063,"kdgR","BSU_22120","NP_390094.1",339,"transcriptional repressor of the Kdg operon (KdgR-galacturonate)"
"chromosome","NC_000964.3",2325854,2326681,"-",939062,"kduI","BSU_22130","NP_390095.1",275,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase, 5-keto-4-deoxyuronate isomerase"
"chromosome","NC_000964.3",2326683,2327447,"-",939059,"kduD","BSU_22140","NP_390096.1",254,"2-keto-3-deoxygluconate oxidoreductase"
"chromosome","NC_000964.3",2327488,2329413,"-",939060,"ypvA","BSU_22150","NP_390097.1",641,"putative ATP-dependent helicase"
"chromosome","NC_000964.3",2329515,2329706,"-",939055,"yptA","BSU_22160","NP_390098.1",63,"hypothetical protein BSU_22160"
"chromosome","NC_000964.3",2329870,2330022,"-",8303061,"ypzG","BSU_22169","YP_003097754.1",50,"conserved protein of unknown function"
"chromosome","NC_000964.3",2330075,2331232,"-",939057,"rlmKB","BSU_22170","NP_390099.1",385,"m(7)G2069 methylase of 23S rRNA"
"chromosome","NC_000964.3",2331779,2332075,"-",939054,"gpsB","BSU_22180","NP_390100.1",98,"cell division protein"
"chromosome","NC_000964.3",2332153,2332782,"-",939056,"ypsA","BSU_22190","NP_390101.2",209,"conserved protein of unknown function"
"chromosome","NC_000964.3",2332784,2333011,"-",939051,"cotD","BSU_22200","NP_390102.1",75,"spore coat protein (inner)"
"chromosome","NC_000964.3",2333095,2333223,"-",37862894,,"BSU_22205","YP_009513975.1",42,"conserved protein of unknown function"
"chromosome","NC_000964.3",2333324,2334565,"-",939050,"yprB","BSU_22210","NP_390103.1",413,"putative nucleic acid binding enzyme"
"chromosome","NC_000964.3",2334581,2336830,"-",939052,"yprA","BSU_22220","NP_390104.1",749,"putative ATP-dependent RNA helicase"
"chromosome","NC_000964.3",2336933,2337439,"-",939046,"ypqE","BSU_22230","NP_390105.1",168,"putative phosphotransferase system enzyme IIA component"
"chromosome","NC_000964.3",2337577,2337996,"-",939048,"ypqA","BSU_22240","NP_390106.1",139,"putative chaperone"
"chromosome","NC_000964.3",2338017,2338394,"-",939049,"yppG","BSU_22250","NP_390107.1",125,"putative spore coat protein; methionine-glutamine-rich protein"
"chromosome","NC_000964.3",2338582,2338770,"-",939045,"yppF","BSU_22260","NP_390108.1",62,"putative sporulation protein"
"chromosome","NC_000964.3",2338809,2339180,"-",939047,"yppE","BSU_22270","NP_390109.1",123,"conserved protein of unknown function"
"chromosome","NC_000964.3",2339226,2339471,"-",939042,"yppD","BSU_22280","NP_390110.1",81,"putative sporulation protein"
"chromosome","NC_000964.3",2339670,2339774,"-",2914288,"sspM","BSU_22290","YP_054585.1",34,"small acid-soluble spore protein"
"chromosome","NC_000964.3",2339799,2340761,"-",939043,"yppC","BSU_22300","NP_390111.1",320,"conserved protein of unknown function"
"chromosome","NC_000964.3",2340802,2341422,"-",939039,"recU","BSU_22310","NP_390112.1",206,"Holliday junction resolvase"
"chromosome","NC_000964.3",2341444,2344188,"-",939044,"ponA","BSU_22320","NP_390113.1",914,"peptidoglycan glycosyltransferase (penicillin-binding proteins 1A and 1B)"
"chromosome","NC_000964.3",2344264,2344758,"-",939041,"ypoC","BSU_22330","NP_390114.1",164,"conserved protein of unknown function"
"chromosome","NC_000964.3",2344755,2345414,"-",939036,"nth","BSU_22340","NP_390115.1",219,"endonuclease III, apurinic apyrimidic DNA lyase"
"chromosome","NC_000964.3",2345433,2346131,"-",939040,"dnaD","BSU_22350","NP_390116.1",232,"DNA-remodelling primosomal protein"
"chromosome","NC_000964.3",2346224,2347516,"-",939038,"asnS","BSU_22360","NP_390117.1",430,"asparaginyl-tRNA synthetase"
"chromosome","NC_000964.3",2347660,2348841,"-",939037,"aspB","BSU_22370","NP_390118.1",393,"anabolic oxaloacetate / glutamate aminotransferase"
"chromosome","NC_000964.3",2348864,2349349,"-",939035,"tseB","BSU_22380","NP_390119.1",161,"suppressor of tetracyclin sensitivity of an ezrA mutant"
"chromosome","NC_000964.3",2349358,2349528,"-",939034,"ypmA","BSU_22390","NP_390120.1",56,"conserved protein of unknown function"
"chromosome","NC_000964.3",2349671,2352466,"-",939031,"dinG","BSU_22400","NP_390121.1",931,"damage inducible ATP-dependent 3\\'->5\\' nuclease"
"chromosome","NC_000964.3",2352592,2352975,"-",939033,"panD","BSU_22410","NP_390122.1",127,"aspartate 1-decarboxylase"
"chromosome","NC_000964.3",2352977,2353837,"-",939030,"panC","BSU_22420","NP_390123.1",286,"pantothenate synthetase"
"chromosome","NC_000964.3",2353839,2354672,"-",939032,"panB","BSU_22430","NP_390124.1",277,"ketopantoate hydroxymethyltransferase"
"chromosome","NC_000964.3",2354918,2355895,"-",939028,"birA","BSU_22440","NP_390125.1",325,"biotin acetyl-CoA-carboxylase ligase and biotin regulon repressor (BirA-biotinoyl-5\\'-AMP)"
"chromosome","NC_000964.3",2355880,2357073,"-",939025,"cca","BSU_22450","NP_390126.1",397,"tRNA nucleotidyltransferase"
"chromosome","NC_000964.3",2357078,2358211,"-",939029,"bshA","BSU_22460","NP_390127.1",377,"N-acetyl-alpha-D-glucosaminyl L-malate synthase; malate glycosyltransferase for bacillithiol synthesis"
"chromosome","NC_000964.3",2358208,2358918,"-",939026,"bshBA","BSU_22470","NP_390128.2",236,"N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1; malate N-acetylglucosamine N-acetyl hydrolase"
"chromosome","NC_000964.3",2358911,2359324,"-",939027,"mgsA","BSU_22480","NP_390129.1",137,"methylglyoxal synthase"
"chromosome","NC_000964.3",2359340,2360143,"-",939024,"dapB","BSU_22490","NP_390130.1",267,"(4S)-4-hydroxy-2,3,4, 5-tetrahydro-(2S)-dipicolinic acid (HTPA) dehydratase reductase"
"chromosome","NC_000964.3",2360155,2360490,"-",939022,"ypjD","BSU_22500","NP_390131.1",111,"oxidized nucleotide pyrophosphohydrolase"
"chromosome","NC_000964.3",2360630,2361502,"-",939023,"ypjC","BSU_22510","NP_390132.2",290,"putative integral inner membrane protein"
"chromosome","NC_000964.3",2361544,2362338,"-",939020,"ypjB","BSU_22520","NP_390133.1",264,"sporulation septum-associated protein"
"chromosome","NC_000964.3",2362407,2362964,"-",939018,"ypjA","BSU_22530","NP_390134.1",185,"conserved integral inner membrane protein of unknown function"
"chromosome","NC_000964.3",2363111,2363878,"-",939021,"qcrC","BSU_22540","NP_390135.1",255,"menaquinol:cytochrome c oxidoreductase (cytochrome cc subunit)"
"chromosome","NC_000964.3",2363913,2364587,"-",939019,"qcrB","BSU_22550","NP_390136.1",224,"menaquinol:cytochrome c oxidoreductase (cytochrome b subunit)"
"chromosome","NC_000964.3",2364589,2365092,"-",939017,"qcrA","BSU_22560","NP_390137.1",167,"menaquinol:cytochrome c oxidoreductase (iron-sulfur subunit)"
"chromosome","NC_000964.3",2365235,2365681,"-",939015,"ypiF","BSU_22570","NP_390138.1",148,"conserved protein of unknown function"
"chromosome","NC_000964.3",2365736,2366275,"-",939016,"ypiB","BSU_22580","NP_390139.1",179,"conserved protein of unknown function"
"chromosome","NC_000964.3",2366347,2367618,"-",939012,"ypiA","BSU_22590","NP_390140.1",423,"conserved protein of unknown function"
"chromosome","NC_000964.3",2367954,2369240,"-",939014,"aroA","BSU_22600","NP_390141.1",428,"3-phosphoshikimate 1-carboxyvinyltransferase (5-enolpyruvoylshikimate-3-phosphate synthase)"
"chromosome","NC_000964.3",2369251,2370366,"-",939013,"tyrA","BSU_22610","NP_390142.1",371,"prephenate dehydrogenase"
"chromosome","NC_000964.3",2370415,2371497,"-",939009,"hisC","BSU_22620","NP_390143.2",360,"histidinol-phosphate aminotransferase; tyrosine/phenylalanine aminotransferase (promiscuous)"
"chromosome","NC_000964.3",2371508,2372311,"-",939011,"trpA","BSU_22630","NP_390144.1",267,"tryptophan synthase (alpha subunit)"
"chromosome","NC_000964.3",2372304,2373506,"-",939010,"trpB","BSU_22640","NP_390145.2",400,"tryptophan synthase (beta subunit)"
"chromosome","NC_000964.3",2373487,2374134,"-",939006,"trpF","BSU_22650","NP_390146.3",215,"phosphoribosylanthranilate isomerase"
"chromosome","NC_000964.3",2374881,2375897,"-",939007,"trpD","BSU_22670","NP_390148.2",338,"anthranilate phosphoribosyltransferase"
"chromosome","NC_000964.3",2375869,2377416,"-",939008,"trpE","BSU_22680","NP_390149.1",515,"anthranilate synthase"
"chromosome","NC_000964.3",2377632,2378015,"-",939005,"aroH","BSU_22690","NP_390150.1",127,"chorismate mutase"
"chromosome","NC_000964.3",2378012,2379100,"-",939001,"aroB","BSU_22700","NP_390151.1",362,"3-dehydroquinate synthase"
"chromosome","NC_000964.3",2379100,2380272,"-",939000,"aroF","BSU_22710","NP_390152.3",390,"chorismate synthase"
"chromosome","NC_000964.3",2380347,2381117,"-",939003,"cheR","BSU_22720","NP_390153.2",256,"methyl-accepting chemotaxis proteins (MCPs) methyltransferase"
"chromosome","NC_000964.3",2381354,2381803,"-",938997,"ndk","BSU_22730","NP_390154.1",149,"nucleoside diphosphate kinase"
"chromosome","NC_000964.3",2381919,2382965,"-",939002,"hepT","BSU_22740","NP_390155.1",348,"heptaprenyl diphosphate synthase component II"
"chromosome","NC_000964.3",2382907,2383608,"-",938999,"menG","BSU_22750","NP_390156.1",233,"demethylmenaquinone methyltransferase"
"chromosome","NC_000964.3",2383615,2384370,"-",938998,"hepS","BSU_22760","NP_390157.1",251,"heptaprenyl diphosphate synthase component I"
"chromosome","NC_000964.3",2384534,2384761,"-",938996,"mtrB","BSU_22770","NP_390158.1",75,"tryptophan operon RNA-binding attenuation protein (TRAP)"
"chromosome","NC_000964.3",2384783,2385355,"-",938994,"folEA","BSU_22780","NP_390159.1",190,"GTP cyclohydrolase I"
"chromosome","NC_000964.3",2385543,2385821,"-",938995,"hbs","BSU_22790","NP_390160.1",92,"non-specific DNA-binding protein HBsu"
"chromosome","NC_000964.3",2386195,2387673,"-",938991,"spoIVA","BSU_22800","NP_390161.1",492,"morphogenetic stage IV sporulation protein"
"chromosome","NC_000964.3",2387854,2388588,"-",938992,"yphF","BSU_22810","NP_390162.1",244,"putative lipoprotein of unknown function"
"chromosome","NC_000964.3",2388610,2388813,"-",938993,"yphE","BSU_22820","NP_390163.1",67,"conserved protein of unknown function"
"chromosome","NC_000964.3",2389151,2390188,"-",938989,"gpsA","BSU_22830","NP_390164.1",345,"NADPH-dependent glycerol-3-phosphate dehydrogenase"
"chromosome","NC_000964.3",2390206,2391516,"-",938988,"der","BSU_22840","NP_390165.1",436,"GTPase essential for ribosome 50S subunit assembly (maturation of the 50S subunit central protoberance)"
"chromosome","NC_000964.3",2391670,2391864,"-",8303000,"ypzH","BSU_22849","YP_003097755.1",64,"conserved protein of unknown function"
"chromosome","NC_000964.3",2391861,2392754,"-",938990,"yphB","BSU_22850","NP_390166.1",297,"conserved membrane protein of unknown function"
"chromosome","NC_000964.3",2392751,2393350,"-",938987,"yphA","BSU_22860","NP_390167.1",199,"conserved membrane protein of unknown function"
"chromosome","NC_000964.3",2393428,2393559,"-",8303059,"ypzI","BSU_22869","YP_003097756.2",43,"putative sporulation-related protein"
"chromosome","NC_000964.3",2393602,2394651,"-",938985,"fni","BSU_22870","NP_390168.3",349,"isopentenyl diphosphate isomerase (typeII)"
"chromosome","NC_000964.3",2394664,2395812,"-",938986,"rpfA","BSU_22880","NP_390169.1",382,"RNA degradation presenting factor (ribosomal protein S1 homolog)"
"chromosome","NC_000964.3",2396045,2396719,"-",938982,"cmk","BSU_22890","NP_390170.1",224,"cytidylate kinase"
"chromosome","NC_000964.3",2396798,2396974,"-",938983,"ypfB","BSU_22900","NP_390171.1",58,"conserved hypothetical protein"
"chromosome","NC_000964.3",2397019,2397672,"-",938984,"dgrA","BSU_22910","NP_390172.1",217,"cyclic di-GMP receptor"
"chromosome","NC_000964.3",2397765,2399117,"-",938981,"sleC","BSU_22920","NP_390173.1",450,"spore germination membrane component"
"chromosome","NC_000964.3",2399152,2400069,"-",938979,"sleB","BSU_22930","NP_390174.1",305,"spore germination cortex-lytic enzyme"
"chromosome","NC_000964.3",2400208,2400864,"-",938978,"prsW","BSU_22940","NP_390175.1",218,"protease required for RsiW anti-sigma(W) degradation"
"chromosome","NC_000964.3",2400984,2401958,"-",938977,"ypdA","BSU_22950","NP_390176.2",324,"putative bacillithiol biosynthesis thiol disulfide oxidoreductase"
"chromosome","NC_000964.3",2402067,2403350,"-",938975,"gudB","BSU_22960","NP_390177.2",427,"cryptic glutamate dehydrogenase (active after removal of a 9 bp insert)"
"chromosome","NC_000964.3",2403506,2404090,"-",938980,"mecB","BSU_22970","NP_390178.1",194,"adaptor to ClpC; regulator of competence and sporulation"
"chromosome","NC_000964.3",2404249,2405028,"-",938974,"ypbG","BSU_22980","NP_390179.1",259,"putative phosphoesterase"
"chromosome","NC_000964.3",2405114,2405557,"-",938976,"ypbF","BSU_22990","NP_390180.1",147,"conserved protein of unknown function"
"chromosome","NC_000964.3",2405620,2406342,"-",938971,"ypbE","BSU_23000","NP_390181.1",240,"putative enzyme possibly involved in cell wall turnover"
"chromosome","NC_000964.3",2406293,2406862,"-",938972,"ypbD","BSU_23010","NP_390182.1",189,"conserved membrane protein of unknown function"
"chromosome","NC_000964.3",2406922,2408412,"-",938969,"recS","BSU_23020","NP_390183.1",496,"ATP-dependent DNA helicase"
"chromosome","NC_000964.3",2408405,2409463,"-",938973,"gmmB","BSU_23030","NP_390184.1",352,"subunit of the platform for genome maintenance machinery"
"chromosome","NC_000964.3",2409729,2409977,"-",938968,"fer","BSU_23040","NP_390185.1",82,"ferredoxin"
"chromosome","NC_000964.3",2410017,2410589,"-",938970,"fmnP","BSU_23050","NP_390186.1",190,"FMN permease"
"chromosome","NC_000964.3",2411086,2412663,"-",938964,"serA","BSU_23070","NP_390188.2",525,"3-phosphoglycerate dehydrogenase"
"chromosome","NC_000964.3",2412706,2413473,"-",938963,"aroC","BSU_23080","NP_390189.1",255,"3-dehydroquinate dehydratase"
"chromosome","NC_000964.3",2413585,2414691,"-",938959,"rsiX","BSU_23090","NP_390190.2",368,"negative regulator of sigma(X) activity"
"chromosome","NC_000964.3",2414627,2415211,"-",938966,"sigX","BSU_23100","NP_390191.2",194,"RNA polymerase ECF(extracytoplasmic function)-type sigma factor sigma(X)"
"chromosome","NC_000964.3",2415415,2417184,"-",938965,"resE","BSU_23110","NP_390192.1",589,"two-component sensor histidine kinase (ResD / ResE)"
"chromosome","NC_000964.3",2417181,2417903,"-",938960,"resD","BSU_23120","NP_390193.2",240,"two-component response regulator (ResD / ResE)"
"chromosome","NC_000964.3",2417984,2419159,"-",938962,"resC","BSU_23130","NP_390194.2",391,"factor required for cytochrome c synthesis"
"chromosome","NC_000964.3",2419179,2420807,"-",938961,"resB","BSU_23140","NP_390195.1",542,"factor required for cytochrome c synthesis"
"chromosome","NC_000964.3",2420804,2421343,"-",938958,"resA","BSU_23150","NP_390196.2",179,"extracytoplasmic thioredoxin involved in cytochrome c maturation (lipoprotein)"
"chromosome","NC_000964.3",2421438,2422172,"-",938955,"rluB","BSU_23160","NP_390197.2",244,"23S rRNA pseudouridine 2633 (=2605 standard) pseudouridine synthase"
"chromosome","NC_000964.3",2422264,2422800,"-",938957,"spmB","BSU_23170","NP_390198.2",178,"spore maturation protein"
"chromosome","NC_000964.3",2422805,2423395,"-",938954,"spmA","BSU_23180","NP_390199.1",196,"spore maturation protein"
"chromosome","NC_000964.3",2423383,2424531,"-",938953,"dacB","BSU_23190","NP_390200.1",382,"D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5*) (required for spore cortex)"
"chromosome","NC_000964.3",2424654,2425193,"-",938956,"ypuI","BSU_23200","NP_390201.1",179,"conserved protein of unknown function"
"chromosome","NC_000964.3",2425248,2425841,"-",938951,"spcB","BSU_23210","NP_390202.1",197,"chromosome condensation and segregation factor"
"chromosome","NC_000964.3",2425831,2426586,"-",938950,"scpA","BSU_23220","NP_390203.1",251,"chromosome condensation and partitioning factor"
"chromosome","NC_000964.3",2426867,2427391,"-",938952,"ypuF","BSU_23230","NP_390204.1",174,"conserved protein of unknown function"
"chromosome","NC_000964.3",2427405,2427779,"-",938948,"ypzK","BSU_23240","NP_390205.1",124,"putative riboflavin synthesis-related N-acetyltransferase"
"chromosome","NC_000964.3",2427892,2428356,"-",938949,"ribH","BSU_23250","NP_390206.1",154,"6,7-dimethyl-8-ribityllumazine synthase, beta subunit"
"chromosome","NC_000964.3",2428389,2429585,"-",938946,"ribBA","BSU_23260","NP_390207.1",398,"fused 3,4-dihydroxy-2-butanone 4-phosphate synthase and GTP cyclohydrolase II"
"chromosome","NC_000964.3",2429600,2430247,"-",938947,"ribE","BSU_23270","NP_390208.1",215,"riboflavin synthase (alpha subunit)"
"chromosome","NC_000964.3",2430258,2431343,"-",938945,"ribD","BSU_23280","NP_390209.1",361,"fused diaminohydroxyphosphoribosylaminopyrimidine deaminase; 5-amino-6-(5-phosphoribosylamino) uracil reductase"
"chromosome","NC_000964.3",2431737,2432081,"-",938943,"ypuD","BSU_23300","NP_390211.1",114,"conserved protein of unknown function"
"chromosome","NC_000964.3",2432316,2432870,"-",938944,"sipS","BSU_23310","NP_390212.1",184,"type I signal peptidase"
"chromosome","NC_000964.3",2433137,2433373,"-",938940,"ypzC","BSU_23320","NP_390213.1",78,"hypothetical protein BSU_23320"
"chromosome","NC_000964.3",2433316,2433522,"-",8302956,"ypzJ","BSU_23328","YP_003097757.1",68,"conserved hypothetical protein"
"chromosome","NC_000964.3",2434143,2434346,"-",938942,"ypuB","BSU_23340","NP_390215.1",67,"hypothetical protein BSU_23340"
"chromosome","NC_000964.3",2435012,2435224,"-",938937,"ypzD","BSU_23350","NP_390216.1",70,"putative germination protein"
"chromosome","NC_000964.3",2435360,2435791,"-",938934,"ppiB","BSU_23360","NP_390217.1",143,"peptidyl-prolyl isomerase"
"chromosome","NC_000964.3",2436045,2436917,"-",938939,"ypuA","BSU_23370","NP_390218.1",290,"putative exported protein"
"chromosome","NC_000964.3",2436947,2438266,"-",938931,"lysA","BSU_23380","NP_390219.1",439,"meso-2,6-diaminopimelate decarboxylase"
"chromosome","NC_000964.3",2438372,2439853,"-",938936,"spoVAF","BSU_23390","NP_390220.2",493,"stage V sporulation protein AF"
"chromosome","NC_000964.3",2439804,2440415,"-",8303022,"spoVAEA","BSU_23401","YP_003097758.1",203,"stage V sporulation germinant protein"
"chromosome","NC_000964.3",2440423,2440773,"-",8303020,"spoVAEB","BSU_23402","YP_003097759.1",116,"spore germinant protein"
"chromosome","NC_000964.3",2440775,2441791,"-",938932,"spoVAD","BSU_23410","NP_390222.1",338,"stage V sporulation protein AD (uptake of pyridine-2,6-dicarboxylic acid)"
"chromosome","NC_000964.3",2441804,2442256,"-",938733,"spoVAC","BSU_23420","NP_390223.1",150,"mechanosensitive channel; stage V sporulation protein AC"
"chromosome","NC_000964.3",2442269,2442694,"-",938933,"spoVAB","BSU_23430","NP_390224.1",141,"stage V sporulation protein AB"
"chromosome","NC_000964.3",2442684,2443304,"-",938734,"spoVAA","BSU_23440","NP_390225.2",206,"stage V sporulation protein AA"
"chromosome","NC_000964.3",2443429,2444196,"-",938729,"sigF","BSU_23450","NP_390226.1",255,"RNA polymerase sporulation-specific sigma factor (sigma-F)"
"chromosome","NC_000964.3",2444208,2444648,"-",938930,"spoIIAB","BSU_23460","NP_390227.1",146,"anti-sigma factor (antagonist of sigma(F)) and serine kinase"
"chromosome","NC_000964.3",2444645,2444998,"-",938730,"spoIIAA","BSU_23470","NP_390228.1",117,"anti-anti-sigma factor (antagonist of SpoIIAB)"
"chromosome","NC_000964.3",2445094,2446263,"-",938732,"dacF","BSU_23480","NP_390229.1",389,"D-alanyl-D-alanine carboxypeptidase (penicilin binding protein)"
"chromosome","NC_000964.3",2446418,2447233,"-",938731,"pupG","BSU_23490","NP_390230.1",271,"purine nucleoside phosphorylase"
"chromosome","NC_000964.3",2447246,2448430,"-",938728,"deoB","BSU_23500","NP_390231.2",394,"1,5-phosphopentomutase"
"chromosome","NC_000964.3",2448591,2449481,"-",938726,"ripX","BSU_23510","NP_390232.2",296,"site-specific tyrosine recombinase for chromosome partitioning"
"chromosome","NC_000964.3",2449489,2449716,"-",8302907,"yqzK","BSU_23519","YP_003097760.1",75,"conserved protein of unknown function"
